Name,PlaceID,Address,Rating,Author,Review
Proud Mary Coffee,ChIJQZ-aOeBC1moRuuo3eAh3hGE,"172 Oxford St, Collingwood",4.5,Tristan,"My experience at Proud Mary Coffee was a bit underwhelming, especially after hearing so many high compliments. While they seem to know their coffee well, my soy flat white was disappointing—the foam on top ruined the taste and didn’t look appealing either. The kimchi avo on toast tasted great, but the kimchi wasn’t the traditional Korean spicy kind, and while the toppings were delicious, the bacon felt overlooked. I admire their experimental twist on classic brunch dishes, but the execution still needs some polishing. Considering this place is a bit expensive, I did expect the dish to be perfect. I’ll give this place another chance."
Proud Mary Coffee,ChIJQZ-aOeBC1moRuuo3eAh3hGE,"172 Oxford St, Collingwood",4.5,Derek Hum,"Great place for coffee and a meal. Dishes are unique and delicious. The tiramisu hotcakes was a nice dessert which we shared - might've been too much for one I think.

Piccolo was good and the cold drip was refreshing, if a bit small."
Proud Mary Coffee,ChIJQZ-aOeBC1moRuuo3eAh3hGE,"172 Oxford St, Collingwood",4.5,Simon T,Excellent spot for coffee and breakfast. Be sure to ask for today's coffee recommendations. Always busy and vibrant
Riché - Cafe Richmond,ChIJ3cZApzdD1moRFvz4e0vlik8,"3/189 Bridge Rd, Richmond",4.8,Tolga O,"We had a fantastic experience at Riche, and highly recommend it. The menu has plenty of creative options that let it stand out from your generic local cafe. The food is well, portioned and tastes great.
The atmosphere is energetic, so I'd highly recommend a booking if coming on the weekend.
My partner had the pumpkin king, and along with my Riche burger, we enjoyed both meals and left full.
On the drinks side we enjoyed a black sesame latte (surprisingly enjoyable), and a berry smoothie (tasted healthy and light).
We'd definitely come again."
Riché - Cafe Richmond,ChIJ3cZApzdD1moRFvz4e0vlik8,"3/189 Bridge Rd, Richmond",4.8,Ivan Lu,"I visited Riché Cafe on a weekday morning, and it was moderately busy. I ordered a soy latte, which had nice latte art and tasted great. However, I also tried the Prawny Business dish. Unfortunately, there were only 3-4 small shrimp, and they were a bit overcooked and dry, almost like they had been pre-cooked and then re-fried. On a positive note, the service was excellent; the staff checked in on me several times to ensure everything was okay. Overall, it was a mixed experience."
Riché - Cafe Richmond,ChIJ3cZApzdD1moRFvz4e0vlik8,"3/189 Bridge Rd, Richmond",4.8,Nana Pun,"This restaurant is one of the best brunch places I’ve ever visited. We must go again; the food is incredibly delicious with a fusion design that offers a fresh take on classic dishes. The bread, French toast, and pumpkin base are all wonderfully soft, and the seasoning enhances every flavor. Words can’t fully describe how much we enjoyed the whole experience. Highly recommended!"
Riché - Cafe Richmond,ChIJ3cZApzdD1moRFvz4e0vlik8,"3/189 Bridge Rd, Richmond",4.8,William Hua,"A lovely cafe with a wide variety of food options, a clean and aesthetic interior, as well as friendly service staff.

The speed of deliver is also something I must mention, all the dishes we ordered come out in around 10-15 min, despite the cafe being relatively lively at the time.

The price was definitely reasonable as well. So deffs worth a try or making this place a regular spot if you live close by!"
Riché - Cafe Richmond,ChIJ3cZApzdD1moRFvz4e0vlik8,"3/189 Bridge Rd, Richmond",4.8,Matt,"Food was OK, but nothing special. You can find a better burger almost anywhere, but the chips were good. Long black and curry laksa also nice but quite average."
The League of Honest Coffee,ChIJ71r4xc5C1moRVjrA0cOSPuA,"8 Exploration Ln, Melbourne",4.5,Sonja Pitt,"Pretty abysmal food and coffee on a Saturday morning. Thought they’d have more specialty coffee type stuff, but coffee served in a bowl certainly isn’t it… Did someone forget to wash the mugs or cups??

Only a few toasties left at 10am, no kitchen…. Had one tomato and cheese and one ham and cheese croissant. Gas station quality. Basically no ham/cheese/tomato in them at all. Not nearly enough for breakfast for one person. Some thick cut tomatoes and less stingy on the ham and tomato would have made up for the lack of quality elsewhere.

Filter coffee was OK, but probably under extracted. Lighter roast or better selection would have been better.

Maybe come here if you’re after just a quick to-go coffee, will probably be better than a takeaway elsewhere… But pretty sad for dine-in."
The League of Honest Coffee,ChIJ71r4xc5C1moRVjrA0cOSPuA,"8 Exploration Ln, Melbourne",4.5,Abizer Mohmedi,"Had an honest “bowl” of Flat White to start my day, with a delicious Chk-Avocado-Spinach toastie
The coffee was well made with perfectly steamed and textured milk. The bean flavour was coming through so well 🤎😍
The toastie had some peppercorn kernels adding the right amount of heat at intervals. With the cheese and spinach, it was very flavoursome. I could have done with more avocado though- it was hard to find/taste.
This is my second trip here, while visiting the city and it’s becoming my go-to café! ☕️
Well done, guys ✨🌟"
The League of Honest Coffee,ChIJ71r4xc5C1moRVjrA0cOSPuA,"8 Exploration Ln, Melbourne",4.5,Lucy Bui,"Delicious hot chocolate, a little rich for my liking but was very well made. We ordered a chicken sandwich which was also great, a little salty but very enjoyable. I was disappointed that they did not have any matcha but the lovely staff and cozy atmosphere definitely made up for it. Excited to return and try out more of the menu!"
The League of Honest Coffee,ChIJ71r4xc5C1moRVjrA0cOSPuA,"8 Exploration Ln, Melbourne",4.5,John Domingo,"Ordered an oat mocha, iced latte, mushroom toastie, and cheese & tomato toastie. The cup for the mocha was really cute! The coffee was amazing. The toasties were pretty filling.

The iced latte was on the smaller size, but would probably just need to order a bigger cup next time."
The League of Honest Coffee,ChIJ71r4xc5C1moRVjrA0cOSPuA,"8 Exploration Ln, Melbourne",4.5,IL Deko,"This cafe is just opposite to the hotel so it’s the most convenient when you need that caffeine in the morning. It’s super duper busy with the working crowds coming in for their cuppa and you would think the coffee must be great. Unfortunately NOT the case, the long black is under extracted and taste awfully sour. Definitely won’t drop in again."
Station Street Cafe,ChIJ0W4dN9c41moRf48Xy5zX8w4,"26 Station St, Nunawading",4.3,Andy T,"""I absolutely love this cafe! The atmosphere is cozy and welcoming, perfect for catching up with friends and family. The staff is incredibly friendly and attentive, always ready with a smile. The coffee is Exceptional! Food was absolutely delicious, and they offer a wide variety of options to suit every taste. I can't wait to return!"""
Station Street Cafe,ChIJ0W4dN9c41moRf48Xy5zX8w4,"26 Station St, Nunawading",4.3,Serena C,"Really good coffee and tasty food. Owners and staff are very friendly and will remember you by name. Great family Cafe to visit on the weekends 😊
Will visit again!"
Station Street Cafe,ChIJ0W4dN9c41moRf48Xy5zX8w4,"26 Station St, Nunawading",4.3,MIRACLE MIRIIN,"I was there this morning to get some coffee, muffin and banana bread. The barista is very unwelcoming and not even greeting.
No smile No service No communication Not even thank you.
And the worst part is the coffee.
I asked for mocha strong chocolate and look what I got. The coffee is not even full and how on earth the Mocha has no froth?
This is not even considered a Flat White.
This is unacceptable at all.
I pay around $16 for this?
And yes she ruined my morning. 😕"
Station Street Cafe,ChIJ0W4dN9c41moRf48Xy5zX8w4,"26 Station St, Nunawading",4.3,Ean Sugarman,"Interesting Breakfast cafe but nobody there and service felt indifferent.
On the outside this looks like a great place. Food was timely and tasty but not hot.
Maybe it was empty because it was lunchtime but my young-ish server who was efficient and courteous didn’t seem to want to be there.
Food good, service appropriate but not warm and atmosphere fine but no one there. I would go back to see if anything changed."
Station Street Cafe,ChIJ0W4dN9c41moRf48Xy5zX8w4,"26 Station St, Nunawading",4.3,Two Sheds,"Station St Cafe

3.7

Cute cafe right beside the station as the name suggests.  Surprisingly large and not unpleasantly decorated with occasional splashed of greenery.  Good music playing.    Overall, there’s a good relaxed feel here.  Quick stop only today as I was time poor.  The coffee here was ace.  Rich, silky and powerful.  Just as I like it.  A good tasty reasonably priced egg, cheese and bacon muffin was had as well.  Service was friendly and cheerful.  On what I saw today, I’m not surprised this cafe is well regarded."
Golden Mug Cafe,ChIJl82ld4ld1moRVDKGZBC2-IA,"Ground Floor of Novotel Hotel, 399 Little Lonsdale St, Melbourne",4.5,Elaine V. Reglos,"Went to dine in with my grandma and auntie as they were on a tourist visa. We spotted this cozy cute cafe and tried some of their dish.

The amount of the food is huge and delicious. Coffee is very good as well, we have experience the best customer service as well her name’s Vanessa. Will definitely come back for another experience!"
Golden Mug Cafe,ChIJl82ld4ld1moRVDKGZBC2-IA,"Ground Floor of Novotel Hotel, 399 Little Lonsdale St, Melbourne",4.5,Jennie,"The steak at this restaurant is an unforgettable delight. Each bite of the steak is tender, juicy, and perfectly grilled, with a delicious flavor. The prawn salad is refreshing and delicious, with fresh prawn complemented by crisp lettuce and salad dressing, bringing a refreshing seafood flavor. As for the garlic cheese bread, it's a wonderful combination, with a soft texture and a surface sprinkled with rich cheese and garlic flavor, each bite is a delight. Overall, this meal is satisfying and a feast for the taste buds."
Golden Mug Cafe,ChIJl82ld4ld1moRVDKGZBC2-IA,"Ground Floor of Novotel Hotel, 399 Little Lonsdale St, Melbourne",4.5,Hara,"I had high expectations, but my experience was disappointing. I ordered the bacon eggs benedict, and the eggs were too sour. Is this really bacon? There wasn't even a hash brown! The place felt busy but didn't deliver on quality. I won't be coming back"
Golden Mug Cafe,ChIJl82ld4ld1moRVDKGZBC2-IA,"Ground Floor of Novotel Hotel, 399 Little Lonsdale St, Melbourne",4.5,Yosy Christy Natalia,"Perfect spot to grab your late afternoon coffee cuz they open until 6pm!

Comfortable sitting table on the Ground floor of Novotel hotel. They have so many various of foods (breakfast, lunch and dinner menu). Coffee is also great!

Highly recommend!"
Golden Mug Cafe,ChIJl82ld4ld1moRVDKGZBC2-IA,"Ground Floor of Novotel Hotel, 399 Little Lonsdale St, Melbourne",4.5,Sylvia Liu,"We had a delightful brunch at this spot, enjoying a variety of dishes including chili scramble, egg royal, seafood penne pasta, and a fresh fruit bowl. The drinks were also standout, with both the chai latte and iced taro being refreshing and flavorful. Everything was delicious."
George Street Cafe,ChIJa1u8T-lC1moRdlHXWeMy7ls,"65 George St, East Melbourne",4.4,Erica Kingham-Bradley,"Stopped in for a Saturday lunch; what a hidden gem. The food came very quickly despite being busy.
Everything from the drinks to the chips were delicious. The staff were very friendly.

Will definitely be back!"
George Street Cafe,ChIJa1u8T-lC1moRdlHXWeMy7ls,"65 George St, East Melbourne",4.4,Mel,"Beautiful coffee and breakfast close to Quest East Melbourne. Absolutely recommend this lovely coffee shop. The latte was perfect and smashed avo on toast with poached eggs was just the way I like it, runny yolk with cooked whites."
George Street Cafe,ChIJa1u8T-lC1moRdlHXWeMy7ls,"65 George St, East Melbourne",4.4,David Spencer,Generously sized breakfast offerings but they were a little underwhelming in flavour.  The service is cheerful and prompt.  Decent coffee.  Would score them three and half if I could.
George Street Cafe,ChIJa1u8T-lC1moRdlHXWeMy7ls,"65 George St, East Melbourne",4.4,Paul Richards,"A nice cafe, just a short walk from Wellington Parade. The beef brisket toastie/burger (a lunch special) was very good, as was the mango smoothie. I'll be back!"
George Street Cafe,ChIJa1u8T-lC1moRdlHXWeMy7ls,"65 George St, East Melbourne",4.4,Tanja Genovese (muppet),"We absolutely love George Street Cafe. It's become our new fortnightly place to dine. The food is always fresh and delicious, and the coffee always tastes great.

The atmosphere is great, and Michael and his team are amazing and friendly. We always leave smiling and happy."
Crest Café,ChIJZ11Z5OM91moRltqBosqk31A,"17 Crestdale Rd, Wantirna",4.5,Christopher Lai,"Great food, excellent coffee
We've been here a few times now.
Food is always good and coffee is to our liking.

They have a kids menu which is always a bit plus.
They also sell candy which is fun for the kids.

I just wish this place is warmer in the winters and cooler in the summer but that is just a minor thing.

We will be back. Definitely the best cafe in the knox area!"
Crest Café,ChIJZ11Z5OM91moRltqBosqk31A,"17 Crestdale Rd, Wantirna",4.5,Claudine Faerie,"Nice cafe, tucked away in the side streets of suburbia. Coffees and hot drinks were good! Menu had lots of favourites and some items with a fun twist! Our food was well presented and delicious and we predominantly enjoyed our meals...The green hashbrown dish was yummy ( but came served with a hair and the fritters were cold inside)
We did have difficulties making our reservation ( getting someone to answer the phone took 5 tries over 2 days)"
Crest Café,ChIJZ11Z5OM91moRltqBosqk31A,"17 Crestdale Rd, Wantirna",4.5,MTWTFSS,Hidden gem in the neighbourhood! Coffee is always done well! The cafe is kids and pets friendly! Very thoughtful staff! Our favorite cafe!
Crest Café,ChIJZ11Z5OM91moRltqBosqk31A,"17 Crestdale Rd, Wantirna",4.5,King Katt,"The corn fritter was good, and the coffee was nice too. The poached egg can be improved.  However, one of the female staff members was not friendly."
Crest Café,ChIJZ11Z5OM91moRltqBosqk31A,"17 Crestdale Rd, Wantirna",4.5,Shayan Soroush,"Small cafe near Knox shopping centre, talked away in the local streets and if you don’t look close you’ll think it’s an ordinary house, cute atmosphere.

I ordered the golden latte with tumeric, almond milk and cinnamon. It had such a rich and spicy flavour, highly recommend.

The staff were very attentive and friendly 🙏"
Two Birds One Stone Cafe South Yarra,ChIJb0Hx2qpD1moRvCedtK1H-g4,"12 Claremont St, South Yarra",4.4,Weiqi Wang,"The dining experience was excellent. We ordered two dishes: Fresh Chili Scrambled Eggs and Sauteed Mixed Mushrooms. The Fresh Chili Scrambled Eggs were different from what you usually find elsewhere; they used fresh chilies, and the eggs were incredibly tender. The Sauteed Mixed Mushrooms featured a variety of mushrooms served with two poached eggs on top of a slice of toast, which had a firm and crispy texture—healthy and delicious. Both dishes were very generous in portion, leaving us feeling full. We'll definitely be back next time."
Two Birds One Stone Cafe South Yarra,ChIJb0Hx2qpD1moRvCedtK1H-g4,"12 Claremont St, South Yarra",4.4,Melody,"Great dining experience! Both meals are delicious! The shape is also very good-looking ~ Lamb pasta recommended! The lamb stew is very soft, rich sauce wrapped in the pasta, really delicious! Another dessert is also a surprise, the sweetness is just right! My friend loves hot chocolate. It's delicious! Service and dining environment are very good! Will come again!"
Two Birds One Stone Cafe South Yarra,ChIJb0Hx2qpD1moRvCedtK1H-g4,"12 Claremont St, South Yarra",4.4,Suzanne Kehl,"We were here for brunch and it was pretty good. Our group had a mixture of eggs & bacon, pancakes and scrambled eggs with kids meals.  Everything was delicious. Coffee was good too. A fairly busy place. The only negative was the booths are quite tight to get into. My daughter is pregnant and couldn't get in at all so had to sit on a stool. Service was good so overall a lovely place to go for brunch."
Two Birds One Stone Cafe South Yarra,ChIJb0Hx2qpD1moRvCedtK1H-g4,"12 Claremont St, South Yarra",4.4,Shayini Rattambige,"I was craving to get a french toast on a Saturday and found this place. Honestly,  the atmosphere is great, it's a cosy cafe with great design. It was busy on a Saturday, I recommend that you reserve in advance to get a better seat. Staff were too busy to actually provide good service. Food was mediocre, I'd go again when it's less busy to check it out. Prices are high for the quality of food. I got 2 coffee's, a french toast and my husband got a full breakfast, the breakfast dish was actually a good portion. We paid $75."
Two Birds One Stone Cafe South Yarra,ChIJb0Hx2qpD1moRvCedtK1H-g4,"12 Claremont St, South Yarra",4.4,Daisy W,"Coming back to Two Birds One Stone Cafe in South Yarra after years was so nice. It’s still a perfect spot for brunch with friends. The Breakfast Board gave me with a serious case of food envy as I ordered the grilled salmon. The pancakes, were just as good as I remembered - fluffy and perfectly cooked. The service was also excellent as they accommodated me with the wheelchair. Two Birds One Stone remains a top choice for brunch in South Yarra."
Foundry Lane Cafe,ChIJ5xE5UtpD1moR4eJt1zNASNU,"150 Lonsdale St, Melbourne",4.6,XZ C,"It's a delightful experience that I purchased coffee from this Cafe.

Friendly staff and very warm welcoming environment, especially in a chilly morning, this coffee and her beautiful smile made my day.
Thank you so much Elle. :-)

Strongly recommend to people who working or traveling near 150 Lansdale St in city. The waiting area in the lobby is also very impressive."
Foundry Lane Cafe,ChIJ5xE5UtpD1moR4eJt1zNASNU,"150 Lonsdale St, Melbourne",4.6,My Uno Support,"Great coffee, delicious pastries & friendly service"
Foundry Lane Cafe,ChIJ5xE5UtpD1moR4eJt1zNASNU,"150 Lonsdale St, Melbourne",4.6,Jason Berek-Lewis,"The best coffee I've had in the city in years. The strong piccolo or 3/4 latte is beautifully balanced, perfectly smooth and outstandingly delicious. The small bikkie on top in the icing on the cake."
Foundry Lane Cafe,ChIJ5xE5UtpD1moR4eJt1zNASNU,"150 Lonsdale St, Melbourne",4.6,Boris,"The coffee and food are photo prefect
The taste is even better then how good it looks or smells
Staff are friendly and happy to take on a request if one is made.
The atmosphere makes you feel like your on top of the world
Clean, elegant and spacious
Cafe has dine in if your not in a rush"
Foundry Lane Cafe,ChIJ5xE5UtpD1moR4eJt1zNASNU,"150 Lonsdale St, Melbourne",4.6,M Zubair,"I had to visit this coffee spot after seeing the positive reviews and decor.
The service was fantastic and my cappuccino was of a high standard. Great coffee hardware behind the counter and an experienced barista made the investment worthwhile. Definitely somewhere to purchase great coffee."
ONA Coffee Melbourne | Cafe Brunswick,ChIJ0Rw8XyND1moRlQ3nyEFLcqk,"22 Ovens St, Brunswick",4.3,Cambell Charrier,"Such an amazing experience all around!!  Delicious food, even better coffee, and the best people.  I attended a latte art class with Victor and he was a great teacher.  Super patient and knowledgeable, and taught a really fun class!  Devin was also super nice and helpful when selecting coffee and giving recommendations for brunch.  11/10 experience!!"
ONA Coffee Melbourne | Cafe Brunswick,ChIJ0Rw8XyND1moRlQ3nyEFLcqk,"22 Ovens St, Brunswick",4.3,Tianzhuo Jing,"ONA Coffee Melbourne is an absolute gem in the heart of Brunswick’s iconic café district. ☕️I recently visited and was blown away by the incredible food and coffee. I ordered the beef burger, which was exceptional. The beef was top-notch, cooked to perfection, and came with crispy chips. My partner had the smoked salmon, and the salmon was fresh and flavorful.

for drinks, I went with the customer favorite from the menu, and it did not disappoint! The special blend, which combines the unique flavors of  pistachio coffee, was outstanding. The barista crafted an iced coffee that was truly one-of-a-kind. The flavor was rich and smooth—something you won’t find anywhere else. 🥳

The atmosphere is also fantastic, surrounded by lush plants 🌱 with a cozy outdoor seating area that’s perfect for relaxing.

I highly recommend this place for anyone looking for great coffee and food in Melbourne!"
ONA Coffee Melbourne | Cafe Brunswick,ChIJ0Rw8XyND1moRlQ3nyEFLcqk,"22 Ovens St, Brunswick",4.3,Andy Tran,"Beautiful and spacious Cafe in Brunswick.

Food was really tasty and with an open kitchen was able to see the chef work their magic and the food coffee was really nice.

Highly recommend if you are in the area !"
ONA Coffee Melbourne | Cafe Brunswick,ChIJ0Rw8XyND1moRlQ3nyEFLcqk,"22 Ovens St, Brunswick",4.3,Pesco Palate,"Love this cafe! The staff is always really nice. Spacious, and nice decor and menu too!

Booked a few times for large groups of around 7-8 by emailing. Service is always efficient despite our group size or how busy it is.

Didn’t take photos but their latte art is great. Especially loved the poodle! Potato rosti and kale were particularly good.

Highly recommend you stop by and try something from their tasty and interesting menu."
ONA Coffee Melbourne | Cafe Brunswick,ChIJ0Rw8XyND1moRlQ3nyEFLcqk,"22 Ovens St, Brunswick",4.3,Liz L,"Spacious warehouse turned cafe with bright decor. The service was prompt and friendly. The coffee was great, was impressed with the variety available and really enjoyed my drink. The food was delicious, the flavours and textures all blended well together. It was a nice place for a brunch catch up."
Rathdowne Street Cafe,ChIJ9Vwzby9D1moRxkjc81YfLAE,"619 Rathdowne St, Carlton North",4.6,Xiaohan Pan,Great experience here! The service is 5-star for both humans and fur friends. The coffees and food are delicious with generous servings. Will definitely visit again!
Rathdowne Street Cafe,ChIJ9Vwzby9D1moRxkjc81YfLAE,"619 Rathdowne St, Carlton North",4.6,Aaron Soroka,"Such an unassuming cafe surrounded by some more popular, known places that you wouldn't give much thought too as it's not much to look at. However, the service here is top notch, super friendly and accommodating. The food on offer is more than you'll see on the menu and it offers a great variety of dine in and takeaway options. Good is full of flavour and good portions. Fresh juices and smoothies and coffees too. Worth a visit"
Rathdowne Street Cafe,ChIJ9Vwzby9D1moRxkjc81YfLAE,"619 Rathdowne St, Carlton North",4.6,Mohamed Irba,"Stopped here for breakfast mid week and had a lovely time. Staff were really nice and welcoming and it was nice seeing different options rather than just egg and bacon dishes.

We ended up with the falafel plate and foul medammus (fava beans) which were tasty.

Great place and will be back."
Rathdowne Street Cafe,ChIJ9Vwzby9D1moRxkjc81YfLAE,"619 Rathdowne St, Carlton North",4.6,Nazifa Ajayoglu,"This café is a gem. Eating al fresco under the  tree canopy in beautiful Rathdowne St. North Carlton, is a truly Melbourne experience. Alex and Mary are wonderful warm hosts who make you feel part of their extended family. I have also found that they are happy to accommodate my needs, as I suffer from food allergies and because their food is freshly prepared they know all the ingredients present. Every meal I have had there is delicious, fresh and reasonably priced. And off course the coffee is up to Melbourne's exacting standards. Thank you Alex and Mary."
Rathdowne Street Cafe,ChIJ9Vwzby9D1moRxkjc81YfLAE,"619 Rathdowne St, Carlton North",4.6,Sam Khalil,One of the best dishes I’ve ever had. The hash brown is to die for. So fresh definitely recommend.
Oh Happy Day Cafe,ChIJnb7eGrmJ1moRO37_Fp4_2JE,"Tribecca Village Shopping Centre, Shop 11/2 Kenswick St, Point Cook",4.6,Aravindh Vijayakumar,"Went on Father’s Day without booking, which was a bad choice. Coffee was amazing, one of the best I had though my friend ordered extra hot but didn’t get it hot. Great options for breakfast and it tasted good."
Oh Happy Day Cafe,ChIJnb7eGrmJ1moRO37_Fp4_2JE,"Tribecca Village Shopping Centre, Shop 11/2 Kenswick St, Point Cook",4.6,E,"Where do I start!
It’s been such a hot streak with dining because this cafe / restaurant has ticked all my boxes once again!

Quiet and tucked away in deep point cook just off point cook road is this beautiful cafe with wonderful welcoming staff.

I ordered a make your own breakfast, scrambled eggs on sourdough bread along with smoked salmon and this bar far was such beautiful creamy eggs! Had a cheesy aftertaste along with what I think is a herb that seasoned the plate. A wonderful compliment to the eggs!
Not much to say about simple scrambled eggs but I want to highlight them noticeably better!
Their observant nature lead to them bringing my partner a new pair of eggs after his poached eggs came out every so slightly over done.

He had no problem about it but it seemed they have noticed. Such hospitality!

The waitress who took care of us, Alex! (Went back to ask and again AMAZING service and food’), was a beautiful woman! Such a refreshing personality! Beautiful to interact with, helped us with a bee too.!

Nonetheless, this cafe needs more traction , it’s all round a 10!"
Oh Happy Day Cafe,ChIJnb7eGrmJ1moRO37_Fp4_2JE,"Tribecca Village Shopping Centre, Shop 11/2 Kenswick St, Point Cook",4.6,He-man R,"We visited Oh Happy Day Café on Father's Day and enjoyed their coffee. We also tried the chilli scrambled eggs with mushrooms for breakfast, along with some almond croissants. Overall, it was a good experience."
